Company Symbol,Market Cap,Authorized Shares,Outstanding Shares,Par Value,SEC Filings,Address,Website,Phone,Email,Audited Financials,Latest Report,Fiscal Year End,Company Officers,BOARD OF DIRECTORS,Employees
AXBSF,"4,552",Unlimited,"45,516,382",NaN,NaN,"30 Topflight Drive Unit 7 Missisauga, ON L5S 0A8 Canada",www.axiosma.com,877-762-9467,info@axiosma.com,Audited,09/30/2015 Interim Financial Report,Dec-31,"Richard MacDonald (CEO), Michael Cookie (CFO)","John Albright, Dennis Bausch, Richard MacDonald, Chris Salapoutis, James E. Taylor",36 as of 06/20/2016
AXCG,"56,783","12,000,000,000","5,678,335,194",0.000001,12/31/2014,"40 Fulton Street 24 th Floor New York, NY 10038",www.eyesonthego.com,(908) 229-4933,info@eyesonthego.com,Audited,09/30/2014,Dec-31,"Christopher Carey (CEO), Mary Carey (VP, Ops.), Blazej Kesy (CTO)",NaN,6 as of 10/23/2011
AXCP,794,"100,000,000","26,480,000",0.001,,"#1564-1 Seojin Bldg., 3rd Floor Seoul 137-874 Korea, Republic Of",NaN,822-3471-9340,NaN,NaN,NaN,NaN,Kiyoung You (Irene) (Secretary),Hwan Sup Lee,NaN
AXDDF,"1,934,320",Unlimited,"73,829,025",NaN,,"Suite 210-1333 Johnston Street Vancouver, BC V6H 3R9 Canada",www.azucarminerals.com,+1 604-689-7644,info@azucarminerals.com,Audited,03/31/2024 Interim Financial Report,Dec-31,"Morgan Poliquin (CEO, President), Douglas McDonald (EVP), Korm Trieu (CFO)","Duane Poliquin, Grant A. Hendrickson, Douglas McDonald, Morgan Poliquin, Fuad Sillem",7 as of 04/01/2024
AXFOF,"5,093,562,180",NaN,"209,870,712",NaN,,107 69 Stockholm Stockholm 171 78 Sweden,www.axfood.se,+46 8 553 99 000,info@axfood.se,Audited,NaN,Dec-31,"Anders Stralman (President, CEO), Karin Hygrell-Jonsson (CFO), Anne Rhenman-Eklund (Corp. Commun., IR)",Fredrik Persson,NaN
AXFOY,"5,292,939,357",NaN,"209,870,712",NaN,,107 69 Stockholm Stockholm 171 78 Sweden,www.axfood.se,+46 8 553 99 000,info@axfood.se,Audited,NaN,Dec-31,"Anders Stralman (President, CEO), Karin Hygrell-Jonsson (CFO), Anne Rhenman-Eklund (Corp. Commun., IR)",Fredrik Persson,NaN
AXGC,"78,419","590,000,000","392,093,300",0.01,NaN,"1333 North Buffalo Drive Suite 210 Las Vegas, NV 89128",www.axisenergy.com,+1 424-358-1046,invest@cdbxfund.com,Unaudited,06/30/2015 Quarterly Report,Dec-31,"Gerald Fletcher (President), Frank lkechukwu Igwealor (President, CEO, Treasurer, Company Secretary), Jay Yano (Secretary, Treasurer)",NaN,NaN
AXIIF,"237,381","296,726,187","296,726,187",NaN,,"Level 11 125 St. George Terrace Perth, WA 6000 Australia",www.alexiuminternational.com,-12491,mkelly@alexiuminternational.com,Audited,06/30/2016 Annual Report,Jun-30,"Gavin Rezos (President, Executive Director), Nicholas Clark (CEO, Executive Director, President), Dirk Van Hyning (President, Director, Bus. Dev., Director, New Projects), Aaron Krech (CFO), Mina Youssef (Corporate Secretary), Robert Brookins (Director, R&D, Research & Development), Halis Alkis (Consultant)","Gavin Rezos, Criag Smith-Gander",28 as of 10/14/2015
AXIM,"2,308,557","300,000,000","294,458,824",0.0001,03/31/2024,"6191 Cornerstone Court E Suite 114 San Diego, CA 92121",www.aximbiotech.com,(858) 923-4422,Info@aximbiotech.com,Audited,03/31/2024,Dec-31,"John W Huemoeller II (CEO, President), Kurt Phinney (COO), Robert Malasek (CFO), Phillip E Koehnke APC (Corporate Counsel)","Timothy R Scott, Robert Cunningham, John W Huemoeller II, Peter O'Rourke, Blake N. Schroeder",8 as of 06/30/2023
AXLX,"114,505","3,000,000,000","1,145,047,948",0.0001,,"5348 Vegas Drive Las Vegas, NV 89108",www.axiologix.net,913-815-1557,vbrowne@axiologix.net,Unaudited,02/29/2016 Quarterly Report,May-31,"Andrew S. Austin (CEO), Vincent Browne (CFO), Tali Durant (Consultant)","Vincent Browne, Andrew S. Austin",NaN
AXMIF,"4,490,621",NaN,"149,687,381",NaN,NaN,"1111 Alberni Street, Suite 2209 Vancouver, BC V6E 4V2 Canada",www.axmininc.com,416-368-0993,info@axmininc.com,Audited,NaN,Dec-31,"Lucy Yan (Interim CEO), Mario Caron (Managing Director, Product Development, CFL), Alex Dann (CFO, VP, Fin.), Judith Webster (IR)",Lucy Yan,NaN
AXMP,"104,086","20,000,000,000","10,408,602,838",0.001,09/12/2018,"3651 Lindell Road Suite D344 Las Vegas, NV 89103",www.axmpharmainc.com,702-932-7980,j.arcaro@axmpharmainc.com,NaN,03/31/2018 Quarterly Report,Dec-31,Linda Forster (CEO),Emmanuel Neossi,NaN
AXNLF,"6,404,288",NaN,"640,428,791",NaN,NaN,"Level 1, Suite 1.02, 45 Stirling Highway, Nedlands, WA 6009 Australia",alliancenickel.au,+61 8 6182 2718,info@alliancenickel.au,Audited,NaN,Jun-30,NaN,NaN,NaN
AXNVF,"2,559",Unlimited,"255,893,504",NaN,,"Suite 1400 - 400 Burrard Street Vancouver, BC V6C 3A6 Canada",www.axionventures.com,604-219-2140,matt@axionventures.com,Audited,09/30/2019 Quarterly Report,Dec-31,"John Todd Bonner (CEO, Corporate Secretary), Grant Kim (Executive Director)","John Todd Bonner, Grant Kim, Yoshihiro Obata, Stephen Willey",15 as of 12/31/2017
AXPWQ,960,"100,000,000","95,954,549",NaN,08/02/2018,"3601 Clover Lane New Castle, PA 16105",www.axionpower.com,(724) 654-9300,info@axionpower.com,NaN,12/31/2016,Dec-31,"Richard Bogan (CEO), Phillip Baker (COO), Danielle Baker (CFO), Jolie Kahn (General Counsel)","Donald Farley, Michael Kishinevsky, Esq, Stanley Hirschman, Charles R. Trego, Jr., Robert A. Maruszewski",79 as of 08/01/2011
AXREF,"22,442,624",Unlimited,"211,702,894",NaN,05/07/2024,"14th Floor 1040 W. Georgia Street Vancouver, BC V6E 4H1 Canada",www.amarcresources.com,+1 604-684-6365,info@hdimining.com,Audited,03/31/2023,Mar-31,"Diane Nicolson (President, CEO), Thomas Russell Wilson (CFO), Trevor Roberts Thomas (General Counsel, Corporate Secretary), Pieter Bakker (Administrator)","Robert Dickinson, Terrance Barry Coughlan, Scott Cousens, Diane Nicolson",12 as of 03/31/2024
AXRX,"355,760","1,000,000,000","169,409,620",0.001,06/30/2013,"6320 CHALET DR Commerce, CA 90040",www.amexdrug.com,323-725-3100,ja26us@yahoo.com,NaN,03/31/2024 Quarterly Report,Dec-31,"Jack Amin (President, CEO, CFO), Behrooz Meimand (Director, Mkt.), Arturo Filippe (Accountant)",NaN,3 as of 03/30/2021
AXTG,"420,122","500,000,000","420,122,414",0.001,,"3150 Livernois Suite 102 Troy, MI 48083",AXTG.us,+1 3105983220,ceo@axtg.us,Unaudited,03/31/2024 Quarterly Report,Dec-31,"William Tien (CEO), Richard J Casinelli (CFO), Gerard McKeon (VP, Corp. Comm.), Doreen Sim (VP, Ops.)",NaN,1 as of 05/21/2022
AXTLF,"123,896,000",NaN,"1,238,960,000",NaN,NaN,Blvd. Diaz Ordaz Km. 3.33 L-1 Garza Garcia Nuevo Leon 66215 Mexico,www.axtel.com.mx,52/ 81 8114 0000,NaN,NaN,NaN,NaN,Tomas Milmo Santos (CEO),NaN,NaN
AXVEF,"1,374,957",Unlimited,"15,191,215",NaN,,"2150 - 555 West Hastings Street Vancouver, BC V5T 3J9 Canada",www.cdnmaverick.com,+1 604-622-7902,info@cdnmaverick.com,Audited,03/31/2024 Interim Financial Report,Dec-31,"Simon David Studer (COO, CEO), Sandy MacDougall (CFO), Emily Davis (Administrator)","Adam Roman Cegielski, Carlos Arias Eguiguren, Michael MacDougall, Sandy MacDougall",0 as of 07/21/2021
AXXA,"2,130,672","1,980,000,000","1,936,974,315",0.00001,,"1345 Avenue of The Americas 2nd fl New York, NY 10105",exxegroup.com,+1 855-285-2285,info@exxegroup.com,Unaudited,12/31/2023 Quarterly Report,Mar-31,"Dr. Eduard Nazmiev, Ph.D. (CEO), Jason Lohre (Admin. Officer)","Darla Gullons, Joanna Karolina Filipowska, Ph.D., Peter Sallade",16 as of 05/08/2017
AXXDF,"1,417",Unlimited,"141,728,139",NaN,,"1140 W Pender Street Suite 1240 Vancouver, BC V6E 4G1 Canada",www.alderonmining.com,604-681-8030,info@alderonmining.com,Audited,03/27/2015,Dec-31,"Mark Joseph Morabito (CEO), Tayfun Eldem (President, CEO), Keith Santorell (CFO), Patrick Gleeson (Corporate Secretary), Todd Burlingame (EVP), Gary Norris (EVP), Bernard Potvin (EVP, Other), Simon Marcotte (VP, Business Development)","Mark Joseph Morabito, Stan Bharti, Noel Dunn",10 as of 06/21/2010
AXXTF,NaN,NaN,NaN,NaN,NaN,"Level 6, Axiata Centre 9 Jalan Stesen Sentral 5 Kuala Lumpur 50470 Malaysia",www.axiata.com,+ 603 2263 8911,ir@axiata.com,Audited,NaN,Dec-31,NaN,NaN,"25,000 as of 07/02/2015"
AYAAF,"6,251,212,800",NaN,"13,023,360,000",NaN,NaN,NaN,NaN,NaN,NaN,Audited,NaN,Dec-31,NaN,NaN,NaN
AYAAY,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,Audited,NaN,Dec-31,NaN,NaN,NaN
AYAG,"423,012,786","200,000,000","141,004,262",0.0001,09/01/2021,"225 Grand Street New York, NY 10013",man.bylaw@gmail.com,+1 212-219-7783,NaN,Unaudited,12/31/2022 Quarterly Report,Sep-30,"Mann C. Yam (President, CEO, CFO), Bin Zhou (General Counsel)","Mann C. Yam, Jin Rong",0 as of 08/13/2021
AYALY,NaN,NaN,NaN,NaN,,Tower One Ayala Triangle Ayala Ave. Makati City Philippines,www.ayala.com.ph,(632) 848 5643,acquery@ayala.com.ph,Audited,NaN,Dec-31,"Jaime Augusto Zobel de Ayala II (CEO), Fernando Zobel de Ayala (President, COO), Nona Torres (IR)",Jaime Augusto Zobel de Ayala II,114 as of 07/17/2013
AYAMF,"2,163,348,042",NaN,"67,394,020",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AYASF,"1,250,446,298",Unlimited,"122,472,703",NaN,,"132 - 1320 Graham Blvd. Ville Mont Royal, QC H3P 3C9 Canada",www.ayagoldsilver.com,1-604-3417474,kathleen.bartels@ayagoldsilver.com,Audited,03/31/2024 Interim Financial Report,Dec-31,"Benoit LaSalle (CEO), Ugo Landry-Tolszczuk (CFO), Elias Elias (VP, Legal, Corporate Secretary), Raphael Beaudoin (VP, Ops.), Kathleen Jones Bartels (Assistant Corporate Secretary), Mathieu Charette (Controller)","Robert Taub, Natacha Garoute, Yves Grou, Jurgen Hambrecht, Benoit LaSalle, Annie Torkia Lagace, Eloise Martin-Nederveen, Nikolaos Sofronis",271 as of 12/12/2023
AYFIF,NaN,NaN,NaN,NaN,NaN,Karenslyst Alle 10 Oslo 0278 Norway,www.ayfie.com,+47 483 10 800,info@ayfie.com,Audited,NaN,Dec-31,NaN,NaN,NaN
AYRWF,"209,372,377",Unlimited,"101,146,076",0.01,NaN,"2601 South Bayshore Drive 9th Floor Miami, FL 33133",ir.ayrwellness.com,+1 587-885-0960,IR@ayrwellness.com,Audited,03/31/2024 Interim Financial Report,Dec-31,"David Goubert (CEO), Brad Asher (CFO), Robert James Mendola (Strategic Planning Executive Director), Jonathan DeCourcey (Head of IR), Sabina Delvecchio (Legal Asst.)","Jonathan E. Sandelman, Chris Burggraeve, Glenn Isaacson, Joyce Johnson, Louis F. Karger, Charles Miles, Michael Warren","2,800 as of 11/10/2022"
AYTEF,NaN,NaN,NaN,NaN,06/12/2024,One Churchill Place London E14 5HP United Kingdom,NaN,0044-20-3555-4619,NaN,Audited,12/31/2023,Dec-31,NaN,NaN,NaN
AYURF,"7,749,214",Unlimited,"194,703,863",NaN,NaN,"6 - 1080 Brock Road Pickering, ON L1W 3X4 Canada",www.ayurcann.com,+1 905-492-3322,info@ayurcann.com,Audited,03/31/2024 Interim Financial Report,Jun-30,"Igal Sudman (CEO), Roman Buzaker (COO)","Igal Sudman, Roman Buzaker, Alison Beth Gordon, David Hackett, Maor Shayit",55 as of 12/31/2023
AYWWF,"42,700,000","35,000,000","35,000,000",NaN,05/29/2024,"2601 South Bayshore Drive 9th Floor Miami, FL 33133",ir.ayrwellness.com,+1 587-885-0960,IR@ayrwellness.com,Audited,03/31/2024 Interim Financial Report,Dec-31,"David Goubert (CEO), Brad Asher (CFO), Robert James Mendola (Strategic Planning Executive Director), Jonathan DeCourcey (Head of IR), Sabina Delvecchio (Legal Asst.)","Jonathan E. Sandelman, Chris Burggraeve, Glenn Isaacson, Joyce Johnson, Louis F. Karger, Charles Miles, Michael Warren","2,800 as of 11/10/2022"
AYYLF,"1,916,029,060",NaN,"185,482,000",NaN,NaN,Tower One Ayala Triangle Ayala Ave. Makati City Philippines,www.ayala.com.ph,(632) 848 5643,acquery@ayala.com.ph,Audited,NaN,Dec-31,"Jaime Augusto Zobel de Ayala II (CEO), Fernando Zobel de Ayala (President, COO), Nona Torres (IR)",Jaime Augusto Zobel de Ayala II,114 as of 07/17/2013
AZASF,"22,643,621",Unlimited,"77,087,292",NaN,,"777 Hornby st. Suite 900 Vancouver, BC V6Z 1S4 Canada",www.arizonagoldsilver.com,+1 6046822928,corporate@arizonasilverexploration.com,Audited,02/29/2024 Interim Financial Report,Aug-31,"Michael Kelly Stark (CEO, President), Dong Hyun Shim (CFO, Secretary), Greg Arthur Hahn (VP, Exploration), Kathleen M Jones-Bartels (Consultant)","James Bruce Engdahl, Greg Arthur Hahn, Eugene Spiering, Michael Kelly Stark",1 as of 05/01/2024
AZDDQ,197,Unlimited,"19,693,900",NaN,,"14925 Eleven Mile Road Oak Park, MI 48237",www.azuredynamics.com,248-298-2403,NaN,NaN,09/30/2008 Quarterly Report,Dec-31,"Curt A. Huston (COO), Stephen Lee (Interim CFO), Ronald A. Iacobelli (CTO)",NaN,NaN
AZFL,"1,761,687","20,000,000,000","17,616,872,506",0.001,NaN,"7922-7924 NW 67th St Miami, FL 33166",azflamerica.com,+1 (844) 722-3522,info@azflamerica.com,Unaudited,06/30/2022 Quarterly Report,Dec-31,"Ricardo Cortez (Treasurer, Secretary), Carlos Guillermo Martinez (CFO)",Ricardo Cortez,47 as of 07/16/2022
AZGFF,"35,811",NaN,"358,113,400",NaN,NaN,"8921 N. Indian Trail Rd. Suite 315 Spokane, WA 92208",www.azteca-au.com,509-464-0172,info@azteca-au.com,NaN,NaN,NaN,Matthew Russell (President),NaN,NaN
AZGSQ,"1,216",NaN,"12,156,848",0.001,,"One Riverway Ste 1580 Houston, TX 77056",www.AztecOG.com,713-335-1850,support@aztecog.com,NaN,08/31/2012 Annual Report,Aug-31,"Jeremy Driver (President), Barry Cromeans (CFO)","Jeremy Driver, Kenneth E. Lehrer, Mark Vance, Dayton Wheeler",5 as of 05/01/2013
AZIHF,"3,726,557,510",NaN,"139,154,500",NaN,,"Via Cusani, 4 Milan 20121 Italy",www.azimut-group.com/en/home,+39 02 8898 1,investor.relations@azimut.it,Audited,NaN,Dec-31,NaN,Strada Giancarlo,NaN
AZIL,"46,191","480,000,000","461,911,409",0.0001,,"871 Coronado Centre Drive Suite 200 Henderson, NV 89052",www.azielcorporation.com,+1 (702) 940-2323,clyde@azielcorporation.com,Audited,11/30/2021 Quarterly Report,May-31,"Clyde Veltmann (CEO), David J. Williams (CFO), Diantha Veltmann (Vice President)","Jaime Fernandez, James Garcia, Gary Ilmanen",2 as of 08/30/2021
AZLAF,"72,993,165",Unlimited,"3,841,745,527",1.675798,NaN,"Level 2, 10 Outram Street West Perth, WA 6005 Australia",arizonalithium.com,+61 08 6313 3936,info@arizonalihtium.com,Audited,03/31/2024 Quarterly Report,Jun-30,"Matthew Blumberg (Executive Director), Zachary Maurer (Executive Director), Paul Geoffrey Lloyd (Managing Director)",Barnaby Ian Robert Egerton-Warburton,12 as of 06/30/2023
AZLCZ,"87,004,300","200,000","150,010",2.05,NaN,"4647 N. 32nd Street, No. 240 Phoenix, AZ 85018",www.azteclandco.com,+1 6237726222,webcontact@azteclandco.com,Audited,12/31/2023 Annual Report,Dec-31,"Stephen M. Brophy (President), Tricia L. Crichton (Secretary, Treasurer)","Ian Fraser, Michael J. Brewer, Stephen M. Brophy, Peter E. Converse, Holly C. Evarts, Hugh C. Fraser, James E. Mitchell, Nathaniel C.T. Walsh",1 as of 08/09/2021
AZLGF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AZLGY,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AZLOQ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AZMCF,"191,746,886",Unlimited,"119,841,804",NaN,NaN,"66 Wellington Street West, Suite 4100 Toronto, ON M5K 1B7 Canada",www.arizonametalscorp.com,+1 416-565-7689,info@arizonametalscorp.com,Audited,03/31/2024 Interim Financial Report,Dec-31,"Marc Magellan Pais (CEO, President), Eric Myung (CFO), Conor Joseph Dooley (Corporate Secretary)","Paul Gregory Reid, Katherine A Arnold, Conor Joseph Dooley, Rosa Rojas Espinoza, Marc Magellan Pais, Mike Pilmer, Rick David Vernon",5 as of 01/01/2024
AZMTF,"35,865,330",Unlimited,"85,393,644",NaN,NaN,"224-110 De la Barre Longueuil, QC J4K 1A3 Canada",www.azimut-exploration.com,+1 450-646-3015,info@azimut-exploration.com,Audited,02/29/2024 Quarterly Report,Aug-31,"Jean-Marc Lulin (President, CEO), Moniroth Lim (CFO, Corporate Secretary), Jonathan Rosset (VP, Corp. Dev.), Rock Lefrancois (VP, Exploration)","Glenn J. Mullan, Christine Bergevin, Michel Brunet, Jean-Marc Lulin, Angelina Mehta, Jean-Charles Potvin, Jacques Simoneau",12 as of 02/15/2024
AZNCF,"227,518,100,000",NaN,"1,418,000,000",NaN,06/12/2024,"1 Francis Crick Avenue, Cambridge Biomedical Campus Cambridge CB2 0AA United Kingdom",www.astrazeneca.com,44 20 3749 5000,NaN,Audited,12/31/2023,Dec-31,NaN,NaN,NaN
AZNVF,"2,174",Unlimited,"217,387,553",NaN,,"7 Radcliffe St. Suite 200 Charleston, SC 29403",lastmile.holdings,-2486,investors@lastmile.holdings,Audited,06/30/2020 Interim Financial Report,Dec-31,"Maxwell Smith (CEO, President), Kathleen P. Marley (CFO), Joanna Vastardis (Consultant)","Louis Lucido, Jessica Van Den Akker, Doug Deluca, Sean Flood, Brian T. O'Neill, Alan Shapiro, Maxwell Smith",NaN
AZREF,"48,124,770",NaN,"64,166,360",NaN,,NaN,www.azurepower.com,2304543200,NaN,Audited,03/31/2023,NaN,NaN,NaN,NaN
AZRGF,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,01-Jan,NaN,NaN,NaN
AZRH,"169,675","480,000,000","154,250,000",0.001,,"26060 Acero Suite 209 Mission Viejo, CA 92619",www.azureholdinggroup.com,949-292-3923,info@azureholdinggroup.com,Unaudited,08/31/2019 Annual Report,Aug-31,"Charles H Townsend (Secretary), Nawid Wadood (CEO)",Charles H Townsend,1 as of 01/08/2013
AZRS,"6,087,251",NaN,"4,058,167",NaN,02/15/2024,"4965 MacArthur Court 11th Floor Newport Beach, CA 92660",NaN,(949) 289-6789,NaN,Audited,02/15/2024 8K Report,Sep-30,NaN,NaN,NaN
AZTEF,"298,400",NaN,"2,984,000,000",NaN,NaN,"Periferico Sur 4121 Col. Fuentes del Pedregal Ciudad de Mexico, D. 14141 Mexico",www.azteca.com,52-55-17201313,contacto@tvazteca.com,Audited,NaN,Dec-31,NaN,NaN,NaN
AZTGY,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AZURF,"5,907,205",Unlimited,"298,494,440",NaN,NaN,"1030 W. Georgia Street Suite 1012 Vancouver, BC V6E 2Y3 Canada",www.azincourtenergy.com,+1 604-970-4330,info@azincourtenergy.com,Audited,03/31/2024 Quarterly Report,Sep-30,"Alex Clifton Klenman (CEO, President), Vivien Wei-Li Chuang (CFO), C. Trevor Perkins (VP Expl.)","John Gordon Fraser, Alex Clifton Klenman, Paul Reynolds",0 as of 03/28/2024
AZUSF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AZWSF,"89,913,775",NaN,"47,525,649",NaN,NaN,"Tokyo Shiodome Building, 1-9-1 Higashi-Shimbashi, Tokyo 105-7307 Japan",www.aizawa.co.jp/english,+81 (3) 6852-7744,NaN,NaN,NaN,Mar-31,NaN,NaN,NaN
AZZRY,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,01-Jan,NaN,NaN,NaN
AZZTF,"14,661,796",Unlimited,"108,952,934",NaN,,"#1610 - 777 Dunsmuir St. Vancouver, BC V7Y 1K4 Canada",www.aztecminerals.com,+1 604-685-9770,info@aztecminerals.com,Audited,12/31/2023 Annual Report,Dec-31,"Simon Dyakowski (CEO), Blaine Young Bailey (CFO), Allen David Heyl (VP Expl.), Priscilla Ikani (Controller)","Simon Dyakowski, Stewart Lockwood, Clarence Rebagliati, James Schilling, Patricio Varas",5 as of 10/31/2023
BABAF,"208,873,730,055","32,000,000,000","21,357,232,112",NaN,,"26/F Tower One, Times Square 1 Matheson Street Causeway Bay, HK China",www.alibabagroup.com,852-2215-5100,NaN,Audited,03/31/2024,Mar-31,NaN,NaN,NaN
BABB,"5,458,526","15,000,000","7,263,508",0.001,06/21/2024,"500 Lake Cook Road Suite 475 Deerfield, IL 60015",www.babcorp.com,(847) 948-7520,bab@babcorp.com,Audited,02/29/2024,Nov-30,"Michael W. Evans (President, CEO), Geraldine Conn (CFO), Michael K. Murtaugh (Secretary, Vice President), James A Lentz (Outside Director), Steven G. Feldman (Outside Director)","Michael W. Evans, Michael K. Murtaugh",12 as of 02/29/2024
